checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk
no_account,33,delayed,radio_tv,4501,500<=X<1000,1<=X<4,2,female_single,co_applicant,3,life_insurance,26,none,rent,4,unskilled,2,no,yes,Good
no_account,28,no_credit,furniture,12430,<100,4<=X<7,3,male_married,guarantor,2,real_estate,63,bank,free,3,unskilled,1,no,yes,Bad
<0,8,no_credit,education,16390,500<=X<1000,<1,4,female_single,guarantor,1,car,54,bank,rent,2,highly_skilled,2,yes,no,Bad
0<=X<200,68,all_paid,education,1172,>=1000,4<=X<7,2,male_married,guarantor,3,no_property,47,stores,free,4,skilled,2,yes,yes,Bad
no_account,52,critical,education,19549,500<=X<1000,1<=X<4,4,female_single,none,3,car,70,bank,own,1,management,2,yes,no,Bad
0<=X<200,6,no_credit,furniture,8207,unknown,<1,1,male_married,co_applicant,2,life_insurance,36,stores,free,4,skilled,1,no,yes,Good
0<=X<200,48,delayed,radio_tv,19680,500<=X<1000,4<=X<7,2,female_married,co_applicant,4,life_insurance,70,stores,rent,1,unskilled,1,no,yes,Bad
>=200,17,existing_paid,business,16046,>=1000,>=7,3,male_married,co_applicant,2,real_estate,33,stores,free,4,highly_skilled,2,yes,yes,Bad
<0,33,existing_paid,radio_tv,1480,>=1000,>=7,3,male_married,none,4,real_estate,41,none,own,3,highly_skilled,1,no,yes,Good
no_account,71,existing_paid,car,10877,>=1000,4<=X<7,4,male_single,none,3,life_insurance,61,stores,free,4,skilled,2,no,yes,Bad
>=200,21,critical,other,10256,unknown,<1,1,female_single,none,2,life_insurance,38,bank,rent,3,skilled,1,no,no,Good
>=200,65,all_paid,education,5183,>=1000,4<=X<7,4,female_married,none,1,car,53,none,own,3,highly_skilled,1,no,yes,Bad
no_account,40,delayed,radio_tv,14545,<100,4<=X<7,1,male_single,guarantor,2,car,57,none,rent,4,unskilled,1,yes,no,Bad
0<=X<200,28,critical,business,16627,>=1000,1<=X<4,3,female_single,none,4,real_estate,56,none,free,1,management,2,yes,yes,Bad
>=200,51,delayed,car,453,500<=X<1000,>=7,4,female_married,none,4,car,64,none,rent,1,management,2,no,no,Bad
0<=X<200,68,delayed,furniture,16794,500<=X<1000,1<=X<4,3,female_married,none,2,real_estate,23,none,free,4,skilled,2,no,yes,Bad
<0,56,all_paid,furniture,16149,500<=X<1000,1<=X<4,3,female_married,co_applicant,4,real_estate,22,none,own,3,highly_skilled,1,no,yes,Bad
0<=X<200,18,existing_paid,business,3998,unknown,4<=X<7,1,female_single,co_applicant,3,no_property,31,none,rent,1,highly_skilled,2,yes,yes,Good
<0,52,all_paid,car,6968,500<=X<1000,1<=X<4,4,female_married,co_applicant,2,real_estate,70,stores,rent,2,highly_skilled,2,yes,no,Bad
0<=X<200,71,critical,education,19215,unknown,>=7,4,female_married,guarantor,4,car,62,bank,free,3,unskilled,2,no,no,Bad
>=200,15,critical,radio_tv,1343,unknown,1<=X<4,3,male_single,guarantor,2,life_insurance,59,bank,rent,4,skilled,2,no,yes,Good
>=200,62,critical,car,15478,>=1000,>=7,3,male_married,none,2,life_insurance,67,stores,rent,3,skilled,1,no,yes,Bad
<0,40,all_paid,furniture,16284,<100,1<=X<4,1,female_single,co_applicant,1,car,21,stores,own,2,skilled,1,no,yes,Bad
no_account,64,delayed,business,5960,>=1000,>=7,2,male_married,guarantor,2,life_insurance,25,none,free,2,unskilled,2,yes,no,Bad
<0,46,delayed,business,9982,>=1000,1<=X<4,2,male_single,co_applicant,1,real_estate,41,none,free,1,skilled,1,yes,yes,Good
<0,42,no_credit,radio_tv,19509,unknown,1<=X<4,3,male_married,guarantor,4,life_insurance,28,stores,own,2,management,1,yes,no,Bad
0<=X<200,59,critical,business,3441,unknown,<1,2,female_married,guarantor,1,car,34,none,own,3,skilled,1,yes,yes,Bad
0<=X<200,66,delayed,business,18471,500<=X<1000,>=7,2,female_married,none,1,life_insurance,67,bank,free,1,skilled,1,yes,no,Bad
<0,49,no_credit,car,939,500<=X<1000,>=7,2,female_single,none,1,real_estate,38,bank,own,2,skilled,1,yes,no,Bad
>=200,14,delayed,education,2353,>=1000,>=7,2,female_single,guarantor,3,real_estate,74,none,own,1,unskilled,2,no,no,Good
0<=X<200,65,critical,radio_tv,615,100<=X<500,unemployed,3,female_single,none,1,car,43,none,own,1,management,1,no,yes,Bad
no_account,28,existing_paid,car,14260,100<=X<500,1<=X<4,2,male_single,guarantor,2,car,60,none,free,4,management,2,yes,no,Bad
0<=X<200,55,critical,education,12017,500<=X<1000,>=7,2,female_single,guarantor,1,car,65,bank,own,1,highly_skilled,2,yes,yes,Bad
0<=X<200,7,all_paid,car,16353,100<=X<500,unemployed,1,male_single,co_applicant,2,no_property,61,none,rent,1,highly_skilled,2,yes,no,Bad
no_account,62,delayed,other,12992,500<=X<1000,<1,3,female_married,none,1,no_property,62,stores,rent,2,management,1,no,yes,Bad
<0,23,delayed,car,12641,unknown,>=7,4,male_married,none,3,real_estate,44,none,free,3,skilled,1,no,no,Bad
no_account,66,all_paid,business,4422,>=1000,>=7,4,female_married,none,4,no_property,33,stores,own,3,skilled,1,no,no,Bad
<0,57,all_paid,education,15873,<100,unemployed,1,female_married,co_applicant,1,no_property,72,none,rent,2,skilled,1,no,yes,Bad
<0,60,existing_paid,radio_tv,2628,>=1000,1<=X<4,1,female_married,co_applicant,1,life_insurance,43,none,free,3,unskilled,2,yes,yes,Bad
<0,44,delayed,radio_tv,17839,500<=X<1000,<1,3,female_single,co_applicant,3,no_property,70,bank,rent,1,skilled,2,no,no,Bad
no_account,6,delayed,education,12281,500<=X<1000,>=7,4,female_single,none,1,life_insurance,50,stores,own,4,unskilled,2,yes,no,Bad
<0,9,existing_paid,business,5919,>=1000,1<=X<4,2,female_single,none,2,car,48,stores,free,1,management,1,no,yes,Good
>=200,8,no_credit,furniture,2985,500<=X<1000,<1,1,male_married,none,1,life_insurance,65,stores,rent,1,skilled,2,no,no,Good
no_account,8,existing_paid,car,10117,100<=X<500,4<=X<7,4,female_single,co_applicant,1,life_insurance,64,bank,free,4,skilled,2,no,no,Good
>=200,57,critical,business,8740,100<=X<500,4<=X<7,3,male_single,co_applicant,4,car,23,stores,rent,2,highly_skilled,2,no,yes,Bad
<0,50,delayed,other,1206,500<=X<1000,<1,2,female_married,guarantor,4,car,61,bank,rent,1,management,1,yes,yes,Bad
0<=X<200,52,all_paid,education,9556,500<=X<1000,unemployed,3,male_married,co_applicant,1,real_estate,25,none,own,1,skilled,2,yes,yes,Bad
<0,12,critical,car,6873,100<=X<500,<1,1,male_married,guarantor,3,real_estate,24,none,own,2,unskilled,2,yes,no,Bad
>=200,23,delayed,radio_tv,15158,500<=X<1000,<1,4,male_married,none,4,real_estate,51,stores,rent,1,management,1,yes,no,Bad
>=200,64,existing_paid,furniture,18108,500<=X<1000,unemployed,4,male_married,co_applicant,1,real_estate,61,none,free,1,highly_skilled,2,yes,no,Bad
no_account,38,critical,other,4710,>=1000,unemployed,4,male_married,none,4,life_insurance,70,none,free,3,management,1,yes,yes,Good
0<=X<200,53,delayed,radio_tv,14236,<100,1<=X<4,4,male_single,none,1,life_insurance,31,stores,own,2,unskilled,2,yes,no,Bad
no_account,65,no_credit,education,12888,100<=X<500,1<=X<4,2,female_married,none,4,real_estate,33,none,rent,1,highly_skilled,1,no,yes,Bad
>=200,20,no_credit,car,19462,>=1000,unemployed,2,male_married,none,4,no_property,60,stores,own,1,unskilled,1,yes,yes,Bad
<0,6,all_paid,education,3100,<100,4<=X<7,3,female_married,co_applicant,2,real_estate,69,stores,rent,4,management,1,no,no,Good
0<=X<200,35,delayed,car,13549,500<=X<1000,4<=X<7,2,female_single,none,1,no_property,26,none,rent,4,highly_skilled,2,yes,yes,Bad
<0,16,no_credit,business,10948,500<=X<1000,<1,1,male_married,guarantor,1,car,27,none,own,4,unskilled,2,no,no,Good
<0,71,existing_paid,furniture,19598,>=1000,>=7,1,male_married,co_applicant,1,life_insurance,34,none,free,1,management,1,yes,yes,Bad
0<=X<200,17,delayed,business,4844,500<=X<1000,<1,4,female_married,none,1,life_insurance,29,none,own,1,unskilled,1,no,yes,Good
no_account,14,existing_paid,business,14532,unknown,<1,1,male_married,co_applicant,4,no_property,23,none,rent,4,skilled,1,yes,yes,Bad
<0,59,existing_paid,education,16535,>=1000,>=7,3,male_married,guarantor,2,real_estate,36,bank,own,3,management,1,yes,no,Bad
>=200,70,no_credit,furniture,14584,<100,unemployed,2,male_married,none,2,life_insurance,60,none,free,3,highly_skilled,1,yes,yes,Bad
<0,32,delayed,car,6894,>=1000,4<=X<7,2,male_single,guarantor,3,no_property,58,bank,free,3,highly_skilled,1,yes,no,Good
0<=X<200,12,critical,car,3100,100<=X<500,<1,2,male_single,none,1,car,70,stores,rent,3,skilled,1,no,yes,Good
0<=X<200,70,no_credit,other,15183,>=1000,>=7,1,male_married,guarantor,3,car,46,none,own,2,unskilled,1,yes,yes,Bad
0<=X<200,28,no_credit,radio_tv,415,500<=X<1000,1<=X<4,2,male_single,none,4,life_insurance,23,none,free,4,unskilled,1,yes,yes,Bad
no_account,45,delayed,other,10951,500<=X<1000,<1,4,female_single,co_applicant,3,real_estate,42,none,own,1,highly_skilled,1,no,no,Good
<0,12,delayed,other,1169,unknown,4<=X<7,4,male_married,none,1,no_property,74,stores,free,4,unskilled,1,yes,no,Good
no_account,43,existing_paid,car,8555,unknown,unemployed,4,female_single,co_applicant,2,life_insurance,41,bank,rent,3,management,1,no,no,Good
no_account,28,delayed,education,17625,unknown,<1,1,female_married,none,2,car,42,bank,rent,1,management,2,no,no,Bad
0<=X<200,8,existing_paid,business,15965,<100,<1,2,female_single,none,1,real_estate,33,none,own,2,highly_skilled,1,yes,no,Bad
0<=X<200,14,no_credit,business,4089,unknown,>=7,1,female_married,guarantor,4,no_property,69,none,rent,4,management,2,yes,yes,Good
no_account,62,all_paid,business,17892,<100,1<=X<4,2,male_married,guarantor,1,life_insurance,33,none,free,1,highly_skilled,2,no,yes,Bad
<0,41,critical,furniture,11868,unknown,1<=X<4,3,female_married,guarantor,4,no_property,23,none,rent,1,unskilled,2,yes,no,Bad
>=200,8,no_credit,car,13769,<100,unemployed,3,female_married,none,2,real_estate,54,stores,free,3,unskilled,1,no,no,Bad
no_account,51,delayed,education,11026,>=1000,4<=X<7,1,female_single,none,4,real_estate,38,none,free,3,unskilled,2,yes,no,Bad
<0,21,critical,furniture,317,>=1000,unemployed,4,female_single,none,1,car,21,stores,rent,4,skilled,1,yes,no,Bad
0<=X<200,40,all_paid,radio_tv,10038,500<=X<1000,<1,1,female_single,co_applicant,1,real_estate,51,none,free,2,highly_skilled,2,no,yes,Good
0<=X<200,63,all_paid,education,5910,<100,<1,4,male_married,co_applicant,1,life_insurance,45,bank,free,1,management,1,yes,no,Bad
<0,51,existing_paid,other,4728,100<=X<500,1<=X<4,2,male_married,none,4,no_property,55,bank,own,3,unskilled,1,yes,no,Bad
>=200,31,critical,education,8460,500<=X<1000,4<=X<7,4,female_single,guarantor,4,real_estate,58,none,own,4,skilled,2,yes,no,Good
0<=X<200,43,existing_paid,education,11172,>=1000,>=7,4,male_married,guarantor,4,real_estate,45,none,own,3,management,2,no,no,Good
0<=X<200,48,no_credit,business,3771,<100,4<=X<7,2,male_married,guarantor,2,life_insurance,34,stores,rent,4,management,1,yes,yes,Good
0<=X<200,65,critical,education,822,unknown,<1,3,female_married,none,3,no_property,31,none,own,3,management,2,no,yes,Bad
<0,61,no_credit,other,7332,100<=X<500,>=7,2,female_married,guarantor,3,no_property,24,none,free,2,unskilled,1,yes,no,Bad
no_account,70,existing_paid,other,5645,>=1000,4<=X<7,1,female_single,none,1,car,39,none,rent,1,management,1,no,yes,Bad
0<=X<200,59,critical,car,15657,500<=X<1000,4<=X<7,1,male_married,co_applicant,2,car,68,bank,rent,3,highly_skilled,1,yes,yes,Bad
no_account,43,existing_paid,education,18892,<100,>=7,1,female_married,guarantor,4,no_property,18,stores,rent,1,skilled,2,yes,no,Bad
>=200,43,critical,business,11344,100<=X<500,<1,1,male_single,co_applicant,1,life_insurance,46,bank,rent,4,management,1,no,no,Good
0<=X<200,36,existing_paid,education,900,<100,4<=X<7,1,male_married,guarantor,2,life_insurance,69,stores,free,2,management,1,yes,yes,Good
0<=X<200,9,all_paid,radio_tv,5991,unknown,>=7,3,male_single,none,1,car,48,bank,free,1,highly_skilled,1,no,yes,Good
>=200,22,existing_paid,radio_tv,13531,500<=X<1000,<1,3,female_single,none,2,real_estate,47,none,own,3,management,1,yes,yes,Bad
0<=X<200,43,all_paid,business,7088,<100,>=7,4,male_married,none,2,life_insurance,74,bank,rent,1,unskilled,2,no,yes,Good
no_account,62,existing_paid,car,19221,>=1000,>=7,1,female_single,none,3,real_estate,32,bank,own,1,unskilled,2,yes,yes,Bad
<0,62,critical,car,3512,500<=X<1000,4<=X<7,2,female_single,guarantor,1,life_insurance,35,stores,free,4,unskilled,2,no,no,Bad
no_account,51,critical,other,17972,>=1000,<1,1,female_single,co_applicant,4,no_property,52,stores,rent,2,management,2,yes,yes,Bad
<0,44,critical,other,5246,<100,4<=X<7,3,female_single,none,3,car,67,bank,free,2,skilled,1,no,yes,Good
<0,16,delayed,furniture,12076,500<=X<1000,unemployed,1,female_single,guarantor,3,real_estate,47,stores,own,1,skilled,1,no,yes,Bad
no_account,48,no_credit,business,3077,>=1000,unemployed,3,male_married,co_applicant,4,real_estate,51,stores,free,1,management,1,yes,yes,Good
no_account,56,critical,education,14461,unknown,<1,4,male_single,none,2,no_property,59,stores,rent,4,skilled,1,no,yes,Bad
no_account,45,all_paid,business,5482,unknown,>=7,4,male_married,co_applicant,4,life_insurance,28,stores,rent,1,skilled,1,no,yes,Good
no_account,66,critical,furniture,2467,<100,4<=X<7,4,male_married,none,1,real_estate,44,stores,own,4,management,1,yes,yes,Bad
>=200,30,delayed,other,14482,500<=X<1000,4<=X<7,3,male_married,co_applicant,4,life_insurance,41,bank,rent,2,unskilled,2,yes,yes,Bad
0<=X<200,41,all_paid,business,14276,100<=X<500,<1,1,female_married,co_applicant,2,no_property,52,stores,free,2,management,1,yes,no,Bad
<0,63,delayed,business,19595,500<=X<1000,<1,1,female_married,none,4,car,56,none,free,4,unskilled,1,yes,no,Bad
no_account,10,all_paid,other,19860,unknown,unemployed,2,male_married,guarantor,2,real_estate,25,bank,free,1,unskilled,1,yes,yes,Bad
no_account,8,existing_paid,furniture,14128,>=1000,1<=X<4,3,male_single,co_applicant,2,life_insurance,68,bank,free,2,skilled,2,yes,no,Bad
no_account,48,no_credit,other,7087,100<=X<500,<1,2,male_married,none,1,real_estate,35,bank,own,3,skilled,1,no,no,Good
>=200,61,no_credit,car,7281,<100,1<=X<4,4,female_single,co_applicant,4,life_insurance,30,stores,free,4,unskilled,1,no,no,Bad
no_account,34,delayed,education,15056,100<=X<500,<1,1,female_married,co_applicant,4,life_insurance,62,none,own,2,unskilled,1,no,no,Bad
no_account,26,no_credit,other,3966,<100,>=7,3,female_married,guarantor,1,life_insurance,41,stores,free,2,skilled,2,yes,no,Good
no_account,45,delayed,furniture,3664,100<=X<500,>=7,2,male_married,co_applicant,2,no_property,68,bank,own,2,highly_skilled,1,yes,no,Good
0<=X<200,13,delayed,radio_tv,18082,<100,unemployed,2,male_married,co_applicant,4,car,40,bank,free,3,unskilled,1,no,yes,Bad
>=200,35,delayed,car,820,<100,unemployed,2,male_single,none,1,real_estate,29,bank,free,3,unskilled,2,no,yes,Good
no_account,56,no_credit,radio_tv,19538,100<=X<500,1<=X<4,1,male_single,none,2,car,66,bank,own,3,unskilled,1,yes,no,Bad
<0,33,delayed,other,13538,100<=X<500,<1,1,female_single,guarantor,1,life_insurance,47,stores,rent,1,skilled,2,no,yes,Bad
<0,42,no_credit,car,19139,<100,4<=X<7,1,male_married,co_applicant,4,life_insurance,48,none,rent,4,management,1,yes,no,Bad
<0,34,delayed,education,1167,unknown,unemployed,3,male_married,co_applicant,1,car,45,none,rent,1,unskilled,2,yes,yes,Good
>=200,5,critical,other,10316,100<=X<500,4<=X<7,1,male_married,co_applicant,3,car,39,bank,own,3,unskilled,1,no,yes,Good
>=200,15,delayed,education,7232,500<=X<1000,4<=X<7,3,female_married,guarantor,2,real_estate,61,none,rent,4,unskilled,1,yes,yes,Good
<0,42,all_paid,business,6586,>=1000,<1,2,female_single,co_applicant,3,life_insurance,45,bank,rent,1,management,2,yes,no,Good
no_account,69,delayed,radio_tv,18312,<100,1<=X<4,2,male_single,none,3,car,30,bank,own,1,management,1,yes,yes,Bad
>=200,16,existing_paid,car,17249,<100,<1,4,female_married,guarantor,2,no_property,42,none,rent,1,unskilled,1,yes,yes,Bad
<0,49,delayed,education,10191,>=1000,unemployed,1,female_married,none,2,life_insurance,61,bank,rent,3,unskilled,2,no,no,Bad
<0,30,all_paid,furniture,12630,unknown,4<=X<7,2,female_married,none,1,life_insurance,68,none,rent,2,highly_skilled,1,yes,no,Bad
no_account,20,all_paid,education,11917,>=1000,<1,1,female_married,guarantor,2,real_estate,63,bank,own,4,management,2,yes,yes,Good
0<=X<200,63,no_credit,furniture,4779,100<=X<500,<1,3,female_single,none,3,no_property,24,none,own,3,highly_skilled,1,no,no,Bad
>=200,67,critical,other,17769,>=1000,<1,2,male_married,co_applicant,3,real_estate,62,bank,rent,4,unskilled,2,yes,yes,Bad
no_account,38,delayed,car,12442,<100,unemployed,1,male_single,guarantor,4,no_property,23,none,rent,3,unskilled,1,yes,yes,Bad
<0,33,no_credit,education,8816,>=1000,1<=X<4,2,male_single,none,2,real_estate,41,bank,own,1,unskilled,1,no,no,Good
<0,66,critical,education,7476,500<=X<1000,<1,2,female_married,co_applicant,3,no_property,36,bank,rent,1,unskilled,2,no,no,Bad
no_account,31,delayed,car,5412,100<=X<500,unemployed,1,female_married,co_applicant,4,no_property,36,bank,own,2,skilled,1,yes,yes,Good
>=200,63,existing_paid,education,16840,>=1000,4<=X<7,2,female_single,none,4,no_property,53,none,rent,2,skilled,2,yes,no,Bad
0<=X<200,40,delayed,furniture,1569,<100,>=7,2,female_married,co_applicant,1,car,68,stores,own,4,skilled,2,no,yes,Good
0<=X<200,25,all_paid,education,1391,100<=X<500,unemployed,2,male_single,guarantor,3,life_insurance,26,bank,free,2,highly_skilled,2,yes,no,Good
<0,71,all_paid,radio_tv,4877,<100,>=7,2,male_single,none,1,no_property,65,bank,free,2,management,1,yes,no,Bad
>=200,23,existing_paid,other,14751,unknown,<1,3,male_married,co_applicant,3,car,53,none,own,4,unskilled,1,yes,no,Bad
0<=X<200,71,no_credit,business,2940,500<=X<1000,<1,2,male_married,co_applicant,1,car,55,bank,free,3,management,1,no,no,Bad
>=200,67,critical,furniture,7573,unknown,unemployed,4,male_single,none,1,real_estate,57,bank,rent,2,skilled,2,yes,no,Bad
>=200,20,delayed,radio_tv,3505,500<=X<1000,>=7,2,male_single,none,2,life_insurance,46,bank,own,3,unskilled,2,no,yes,Good
<0,15,all_paid,other,5463,>=1000,<1,1,female_single,none,1,life_insurance,41,bank,own,1,unskilled,2,no,yes,Good
0<=X<200,25,no_credit,car,4358,100<=X<500,4<=X<7,4,female_single,none,2,real_estate,65,stores,rent,2,highly_skilled,1,no,yes,Good
no_account,20,existing_paid,furniture,19654,>=1000,1<=X<4,3,male_single,guarantor,4,life_insurance,22,stores,rent,1,management,2,no,no,Bad
<0,13,all_paid,business,18491,500<=X<1000,1<=X<4,4,female_married,none,3,real_estate,70,bank,own,1,highly_skilled,1,yes,yes,Bad
0<=X<200,68,existing_paid,other,19423,500<=X<1000,<1,4,male_married,guarantor,4,car,71,bank,rent,3,skilled,1,no,yes,Bad
0<=X<200,25,delayed,business,10052,500<=X<1000,>=7,4,male_single,guarantor,3,car,59,bank,own,4,management,1,yes,no,Good
0<=X<200,53,critical,car,11663,<100,<1,1,female_married,none,4,no_property,72,stores,rent,2,skilled,1,no,no,Bad
0<=X<200,17,all_paid,car,15245,100<=X<500,>=7,1,male_single,guarantor,3,real_estate,62,stores,own,3,highly_skilled,1,no,no,Bad
0<=X<200,67,all_paid,furniture,12833,>=1000,4<=X<7,1,male_married,none,1,car,43,none,rent,4,highly_skilled,1,yes,yes,Bad
>=200,50,delayed,education,5271,>=1000,>=7,3,male_married,none,3,car,31,none,rent,1,unskilled,1,no,yes,Bad
<0,32,no_credit,car,19021,unknown,<1,1,female_single,co_applicant,3,real_estate,56,bank,free,2,management,1,no,no,Bad
>=200,39,critical,other,6832,500<=X<1000,4<=X<7,1,female_single,none,4,car,46,bank,free,1,management,2,yes,yes,Good
no_account,55,all_paid,education,13705,500<=X<1000,unemployed,4,female_single,co_applicant,4,life_insurance,69,stores,free,1,unskilled,1,no,yes,Bad
0<=X<200,10,critical,radio_tv,13367,500<=X<1000,1<=X<4,1,female_single,guarantor,4,car,23,bank,rent,2,management,1,no,no,Bad
<0,32,all_paid,business,19200,>=1000,<1,2,male_married,co_applicant,2,real_estate,24,bank,own,4,skilled,2,no,yes,Bad
0<=X<200,14,critical,education,17609,unknown,<1,1,female_married,guarantor,2,life_insurance,54,stores,rent,4,skilled,2,yes,no,Bad
<0,36,existing_paid,business,1512,<100,<1,3,female_married,none,3,life_insurance,70,stores,free,2,highly_skilled,2,no,yes,Good
>=200,9,all_paid,education,7632,100<=X<500,4<=X<7,3,female_married,guarantor,3,car,35,stores,rent,2,skilled,2,yes,no,Good
<0,35,critical,radio_tv,3577,<100,unemployed,2,male_single,guarantor,1,no_property,40,stores,free,3,management,1,yes,yes,Good
no_account,54,no_credit,car,18893,>=1000,>=7,3,female_single,none,1,life_insurance,61,none,free,3,unskilled,2,yes,yes,Bad
no_account,61,existing_paid,radio_tv,10270,500<=X<1000,unemployed,3,female_single,guarantor,3,real_estate,55,stores,own,1,highly_skilled,2,no,no,Bad
<0,29,existing_paid,car,17891,100<=X<500,4<=X<7,4,male_married,none,2,no_property,18,stores,own,2,unskilled,2,no,no,Bad
<0,49,no_credit,car,17098,>=1000,<1,2,male_married,co_applicant,3,no_property,21,bank,free,4,highly_skilled,2,no,no,Bad
<0,32,critical,business,14312,>=1000,1<=X<4,4,male_single,none,1,life_insurance,68,bank,free,1,highly_skilled,1,no,no,Bad
<0,7,delayed,other,19928,>=1000,<1,4,male_single,none,2,car,61,bank,rent,1,unskilled,2,yes,yes,Bad
no_account,16,no_credit,radio_tv,7024,100<=X<500,>=7,1,female_married,guarantor,2,no_property,64,none,free,1,skilled,2,yes,no,Good
0<=X<200,42,critical,education,15410,100<=X<500,1<=X<4,2,male_married,co_applicant,1,car,52,stores,rent,1,skilled,2,no,no,Bad
<0,18,no_credit,radio_tv,1480,unknown,<1,1,female_single,none,3,life_insurance,40,stores,free,4,skilled,2,no,no,Good
<0,32,no_credit,business,9326,unknown,1<=X<4,1,female_married,co_applicant,4,real_estate,44,none,own,1,skilled,1,yes,no,Good
no_account,32,all_paid,car,4055,<100,unemployed,4,female_single,co_applicant,3,no_property,43,stores,own,2,unskilled,2,no,no,Good
no_account,35,critical,business,14965,100<=X<500,4<=X<7,3,female_married,guarantor,3,real_estate,69,bank,free,3,management,2,no,yes,Bad
>=200,5,delayed,furniture,6000,100<=X<500,<1,2,female_single,none,1,car,25,none,rent,4,highly_skilled,2,no,no,Good
<0,50,all_paid,furniture,15877,100<=X<500,>=7,3,male_single,guarantor,2,car,60,stores,rent,2,unskilled,1,no,no,Bad
>=200,25,no_credit,education,13482,unknown,unemployed,4,female_married,none,1,real_estate,33,none,rent,2,skilled,2,no,no,Bad
no_account,30,no_credit,business,3385,>=1000,<1,4,female_single,co_applicant,3,life_insurance,58,none,free,2,skilled,2,no,yes,Good
no_account,70,no_credit,education,7203,500<=X<1000,unemployed,4,female_single,none,4,life_insurance,20,stores,free,3,unskilled,1,yes,yes,Bad
0<=X<200,59,critical,education,1796,unknown,>=7,4,male_married,none,4,no_property,49,bank,own,3,highly_skilled,2,yes,yes,Bad
<0,24,critical,furniture,15707,100<=X<500,<1,4,female_married,co_applicant,4,no_property,22,stores,own,3,unskilled,1,yes,no,Bad
>=200,50,all_paid,education,17728,unknown,>=7,4,female_single,co_applicant,1,life_insurance,37,stores,free,2,unskilled,1,yes,no,Bad
no_account,62,delayed,furniture,2661,<100,1<=X<4,3,male_married,none,2,life_insurance,31,bank,own,3,management,2,no,yes,Bad
no_account,9,all_paid,car,19251,100<=X<500,>=7,1,female_single,guarantor,1,real_estate,49,stores,rent,1,unskilled,2,no,yes,Bad
>=200,22,existing_paid,business,14363,<100,1<=X<4,3,female_married,none,4,car,43,stores,rent,3,management,1,yes,no,Bad
0<=X<200,60,no_credit,education,4395,100<=X<500,<1,2,male_single,co_applicant,3,car,64,stores,free,4,highly_skilled,1,yes,no,Bad
no_account,6,no_credit,furniture,3025,unknown,1<=X<4,3,female_married,guarantor,2,no_property,23,none,rent,2,unskilled,2,yes,no,Bad
<0,4,no_credit,radio_tv,13443,>=1000,<1,4,female_married,co_applicant,1,life_insurance,53,none,free,2,unskilled,1,yes,yes,Bad
no_account,61,all_paid,education,13101,500<=X<1000,<1,3,female_single,co_applicant,1,real_estate,57,none,rent,1,skilled,1,yes,no,Bad
<0,41,all_paid,other,13320,<100,4<=X<7,1,female_single,guarantor,2,no_property,68,stores,free,3,unskilled,2,no,no,Bad
>=200,18,no_credit,car,19789,unknown,<1,2,female_married,co_applicant,2,real_estate,22,bank,rent,3,skilled,1,no,yes,Bad
<0,37,all_paid,car,4220,>=1000,1<=X<4,3,male_married,co_applicant,3,life_insurance,30,none,rent,4,skilled,1,yes,yes,Good
>=200,64,critical,radio_tv,14369,unknown,4<=X<7,1,male_married,co_applicant,2,life_insurance,49,bank,own,1,skilled,1,yes,yes,Bad
<0,38,critical,furniture,4581,<100,4<=X<7,3,male_married,co_applicant,3,life_insurance,33,stores,own,4,highly_skilled,1,no,no,Good
>=200,67,all_paid,education,10545,500<=X<1000,<1,2,female_single,co_applicant,4,car,18,none,own,4,management,1,no,yes,Bad
<0,28,no_credit,furniture,2192,unknown,>=7,3,female_single,co_applicant,4,life_insurance,30,stores,own,2,skilled,1,no,yes,Good
0<=X<200,27,all_paid,car,16825,100<=X<500,>=7,4,female_married,co_applicant,1,no_property,71,bank,own,2,unskilled,2,yes,no,Bad
<0,15,all_paid,furniture,13654,>=1000,4<=X<7,3,male_single,co_applicant,4,car,28,none,own,3,unskilled,1,no,no,Bad
<0,21,all_paid,car,1111,unknown,<1,1,female_single,co_applicant,4,real_estate,70,none,free,3,skilled,2,yes,yes,Good
0<=X<200,18,existing_paid,furniture,9525,>=1000,>=7,3,female_married,none,3,no_property,25,none,free,4,skilled,2,yes,no,Good
no_account,30,critical,radio_tv,17283,100<=X<500,<1,1,female_married,none,1,no_property,42,none,own,3,unskilled,2,no,yes,Bad
no_account,63,delayed,business,4384,500<=X<1000,<1,2,male_single,co_applicant,2,real_estate,57,bank,free,4,skilled,2,no,no,Bad
<0,49,delayed,radio_tv,12053,500<=X<1000,4<=X<7,3,male_married,none,1,car,49,none,own,3,management,2,no,no,Bad
0<=X<200,20,existing_paid,radio_tv,15658,100<=X<500,4<=X<7,2,female_married,guarantor,4,no_property,41,stores,free,3,management,2,yes,yes,Bad
<0,56,all_paid,business,17670,>=1000,unemployed,2,female_married,none,2,no_property,45,none,rent,2,highly_skilled,2,no,yes,Bad
>=200,11,existing_paid,business,16601,unknown,>=7,3,female_married,co_applicant,1,no_property,31,bank,free,2,skilled,2,no,yes,Bad
>=200,30,existing_paid,education,4381,100<=X<500,>=7,1,male_married,co_applicant,1,car,62,none,free,2,highly_skilled,1,yes,no,Good
