,loanId,memberId,date,purpose,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus,residentialState,yearsEmployment,homeOwnership,annualIncome,incomeVerified,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon
74432,1534089,2144186,1/28/2016,debtconsolidation,0.0,22678.0,60 months,10.33,486,A2,Current,WV,2-5 years,own,52962,1,11.42,12,15,12.0,5,10961,46.66,0,0,0,0
74433,1465869,2037866,6/3/2014,debtconsolidation,0.0,26418.0,48 months,11.95,695,A3,Current,CT,10+ years,mortgage,56227,1,24.09,21,15,9.0,5,13401,72.26,0,0,0,0
74434,1682469,2870747,6/2/2014,debtconsolidation,0.0,18321.0,48 months,10.07,465,A2,Current,VA,6-9 years,rent,50304,0,24.04,1,21,16.0,6,15682,50.11,0,20,12,1
74435,1525904,2523273,4/22/2015,debtconsolidation,0.0,18594.0,48 months,8.48,458,B1,Current,SC,1 year,own,57236,1,13.82,8,17,13.0,10,12643,69.7,2,0,0,0
74436,1857894,2802284,10/28/2014,debtconsolidation,0.0,12311.0,48 months,11.32,320,A3,Current,WA,< 1 year,rent,57355,0,21.43,3,18,11.0,4,15867,78.57,1,0,0,0
74437,1697258,2660806,7/13/2015,debtconsolidation,0.0,20615.0,60 months,10.19,440,D1,Current,NY,2-5 years,mortgage,55042,1,14.32,26,19,12.0,8,14153,94.99,10,0,0,2
74438,1039644,2631707,9/13/2015,debtconsolidation,0.0,15027.0,60 months,7.32,300,A1,Current,NE,1 year,own,58578,0,21.86,40,20,16.0,8,17650,74.89,0,0,0,0
74439,1872963,2804850,10/14/2015,debtconsolidation,0.0,18561.0,48 months,10.96,479,C1,Current,MD,< 1 year,rent,51619,1,8.4,20,16,16.0,13,13976,53.87,0,1,1,10
74440,1070582,2563843,1/3/2016,homeimprovement,0.0,25438.0,60 months,8.63,523,D2,Current,MO,1 year,rent,55579,1,29.99,11,13,9.0,6,16145,68.64,0,0,0,11
74441,1515456,2198632,3/16/2016,debtconsolidation,1.0,26574.0,60 months,11.73,588,A1,Current,ID,10+ years,rent,54298,0,17.28,29,19,18.0,15,14892,73.11,0,0,0,1
74442,1603020,2364878,9/12/2015,debtconsolidation,1.0,28482.0,60 months,12.97,648,B3,Current,IA,2-5 years,mortgage,52978,1,19.4,5,13,9.0,4,12360,46.6,0,19,17,0
74443,1181252,2512030,2/24/2016,debtconsolidation,0.0,15438.0,36 months,13.52,524,C2,Current,IN,1 year,mortgage,56992,1,7.74,5,14,11.0,5,15211,74.63,8,0,0,2
74444,1040130,2095082,7/13/2015,debtconsolidation,0.0,20502.0,48 months,12.69,547,D3,Current,GA,6-9 years,rent,53204,1,13.29,4,18,10.0,13,16681,64.87,14,0,0,0
74445,1598398,2208750,11/26/2014,debtconsolidation,0.0,29295.0,48 months,17.07,846,A2,Current,CA,6-9 years,mortgage,53747,1,18.42,9,18,13.0,7,15540,57.75,0,19,18,0
74446,1633208,2465491,12/24/2014,debtconsolidation,0.0,21566.0,48 months,8.24,529,D1,Current,OR,2-5 years,own,53046,1,14.65,5,16,11.0,8,12297,81.37,0,0,0,1
74447,1343153,2011861,11/17/2014,homeimprovement,0.0,28814.0,48 months,13.38,778,A3,Current,MN,6-9 years,own,58081,0,20.59,26,16,13.0,6,14205,59.79,0,0,0,1
74448,1137922,2550762,3/17/2015,debtconsolidation,1.0,21203.0,60 months,11.81,470,C3,Current,MN,2-5 years,mortgage,56481,1,18.15,9,16,14.0,11,13275,59.82,0,0,0,0
74449,1654808,2306200,6/5/2015,other,0.0,22251.0,60 months,10.68,480,C1,Current,IA,6-9 years,rent,53385,1,14.78,4,12,8.0,4,19733,41.43,0,0,0,2
74450,1564977,2203294,9/21/2015,debtconsolidation,0.0,27349.0,48 months,11.68,716,C3,Current,MT,6-9 years,own,57146,0,14.54,20,21,11.0,8,14785,65.59,0,0,0,1
74451,1006059,2849075,5/11/2016,debtconsolidation,0.0,24391.0,48 months,11.86,641,A1,Current,CA,2-5 years,rent,59226,1,19.62,3,16,12.0,6,13592,70.63,0,0,0,1
74452,1478784,2512997,5/23/2016,other,0.0,26741.0,60 months,8.01,542,C2,Current,VT,1 year,rent,51827,1,17.5,10,16,14.0,13,16531,39.87,0,8,7,0
74453,1142143,2484137,3/24/2016,debtconsolidation,0.0,18582.0,60 months,11.57,485,B3,Current,WV,6-9 years,rent,55799,0,14.35,2,15,8.0,7,14927,49.08,0,0,0,0
74454,1465987,2605979,9/22/2014,debtconsolidation,0.0,22539.0,60 months,13.27,516,B3,Current,SC,2-5 years,mortgage,56021,1,14.08,5,19,18.0,8,13157,52.86,0,1,1,3
74455,1748508,2772211,1/3/2015,debtconsolidation,0.0,18884.0,60 months,10.29,404,A2,Current,MI,1 year,rent,52092,1,18.19,1,15,10.0,9,19024,59.96,0,0,0,0
74456,1120643,2780008,9/27/2015,debtconsolidation,0.0,25924.0,60 months,9.27,542,C1,Current,NM,1 year,mortgage,54340,0,20.03,5,19,13.0,11,17655,73.58,1,0,0,1
74457,1558207,2294577,3/4/2015,debtconsolidation,0.0,15029.0,60 months,15.09,358,D3,Current,AR,1 year,rent,50104,0,18.82,10,19,15.0,7,19635,66.56,0,0,0,0
74458,1807866,2715063,11/8/2014,homeimprovement,0.0,19923.0,36 months,13.66,678,B1,Default,AR,1 year,own,50080,1,14.55,11,13,11.0,7,11503,55.6,0,2,2,0
74459,1846234,2289333,10/7/2014,debtconsolidation,0.0,15078.0,36 months,13.36,511,D1,Current,LA,2-5 years,rent,58483,0,22.38,6,14,14.0,9,17162,48.33,2,0,0,0
74460,1681941,2167977,2/25/2015,debtconsolidation,0.0,24820.0,48 months,6.07,584,B1,Current,FL,2-5 years,rent,58361,0,11.16,12,12,9.0,8,12416,43.72,0,0,0,1
74461,1515023,2720224,3/7/2015,debtconsolidation,0.0,18538.0,60 months,12.89,421,C2,Current,PA,2-5 years,rent,54186,0,17.84,3,16,9.0,7,16252,81.76,0,2,2,1
74462,1090791,2670294,3/30/2015,education,0.0,17068.0,48 months,7.09,409,B1,Current,DC,< 1 year,rent,59811,1,5.31,35,16,9.0,5,16658,80.28,0,20,12,0
74463,1470968,2200779,5/8/2016,debtconsolidation,0.0,29200.0,48 months,12.36,774,E2,Default,ID,< 1 year,rent,44650,1,20.12,1,16,12.0,8,16919,58.87,2,8,5,1
74464,1684682,2547185,2/28/2016,other,0.0,25617.0,60 months,12.92,582,B3,Current,NY,1 year,rent,56141,0,16.3,5,12,10.0,5,13931,63.52,0,0,0,2
74465,1020108,2278149,6/3/2014,debtconsolidation,0.0,24988.0,60 months,15.04,595,B1,Current,NY,1 year,own,57257,1,17.4,4,21,18.0,16,12338,38.51,0,1,1,0
74466,1113348,2337098,5/19/2015,debtconsolidation,0.0,16231.0,48 months,17.79,475,C2,Current,DE,6-9 years,mortgage,52667,1,24.3,37,12,9.0,3,16760,68.94,0,0,0,0
74467,1379228,2745248,9/11/2014,debtconsolidation,1.0,15678.0,48 months,17.5,456,B3,Current,ME,< 1 year,mortgage,54151,0,16.39,5,21,18.0,12,15286,53.53,0,0,0,0
74468,1795195,2480321,12/14/2014,debtconsolidation,0.0,29723.0,60 months,18.1,756,C1,Current,NY,1 year,rent,54459,1,11.85,10,17,12.0,6,11723,88.25,1,0,0,0
74469,1176733,2133397,8/29/2014,debtconsolidation,0.0,20151.0,36 months,6.77,620,C2,Current,FL,10+ years,rent,49470,1,10.85,6,18,10.0,4,15498,87.34,12,0,0,10
74470,1795677,2650585,8/9/2015,debtconsolidation,0.0,17263.0,48 months,10.67,443,A2,Current,ND,6-9 years,mortgage,56345,0,24.67,11,14,12.0,9,13104,83.52,0,0,0,0
74471,1698267,2880891,2/16/2016,debtconsolidation,0.0,20247.0,60 months,13.32,464,B3,Current,PA,10+ years,own,54555,0,11.99,7,15,10.0,4,19243,58.8,0,0,0,0
74472,1280777,2560855,10/17/2015,debtconsolidation,0.0,16868.0,36 months,7.84,527,A2,Current,FL,6-9 years,mortgage,53563,1,23.15,3,11,6.0,2,14385,80.41,0,0,0,0
74473,1425747,2885396,5/11/2016,homeimprovement,0.0,23568.0,60 months,12.0,524,C1,Default,MN,6-9 years,mortgage,54426,1,13.84,5,18,16.0,14,15023,68.53,0,0,0,2
74474,1742854,2893926,1/7/2015,debtconsolidation,1.0,19981.0,36 months,10.34,648,B1,Current,WI,10+ years,own,49008,1,21.25,4,13,9.0,6,15822,71.32,5,0,0,0
74475,1815983,2568725,9/28/2014,healthcare,1.0,24211.0,60 months,11.04,527,A2,Default,MS,1 year,own,52407,0,16.67,7,14,14.0,10,13416,67.8,0,1,1,1
74476,1684714,2890400,12/5/2014,debtconsolidation,0.0,26149.0,48 months,4.98,602,B1,Current,CA,< 1 year,rent,50387,1,10.7,3,14,11.0,4,17684,68.95,9,1,1,1
74477,1080101,2634416,2/23/2016,homeimprovement,0.0,15982.0,60 months,18.44,410,D3,Current,MI,6-9 years,mortgage,54163,1,18.59,6,9,7.0,3,13776,45.49,0,0,0,0
74478,1517173,2423032,4/23/2016,debtconsolidation,0.0,18582.0,48 months,8.63,459,A2,Current,CA,2-5 years,own,55372,0,15.38,6,11,11.0,5,17305,47.88,0,0,0,0
74479,1898357,2544946,6/27/2016,debtconsolidation,0.0,24412.0,48 months,9.06,608,B3,Current,FL,10+ years,mortgage,48352,0,17.82,4,13,10.0,9,10848,39.36,0,1,1,2
74480,1381405,2380294,11/3/2014,debtconsolidation,0.0,20739.0,36 months,8.17,652,D1,Current,NY,10+ years,rent,59636,1,19.93,3,15,9.0,5,13796,57.56,0,0,0,0
74481,1180285,2824153,3/15/2015,debtconsolidation,0.0,22273.0,36 months,9.29,711,B2,Current,MT,< 1 year,rent,56880,0,19.17,4,13,8.0,6,18938,46.83,0,14,11,0
74482,1179342,2633562,7/1/2015,debtconsolidation,0.0,23372.0,48 months,18.63,694,A2,Current,IN,10+ years,mortgage,59243,1,8.78,19,13,9.0,8,19159,84.62,0,16,16,0
74483,1710009,2309473,6/18/2016,debtconsolidation,0.0,16123.0,48 months,16.41,460,A1,Current,FL,< 1 year,mortgage,55586,0,16.9,37,11,8.0,5,15288,42.88,3,0,0,1
74484,1841956,2426239,9/29/2015,debtconsolidation,0.0,23101.0,36 months,16.92,823,A1,Current,NY,10+ years,mortgage,51149,1,20.45,3,23,22.0,22,13892,40.28,0,1,1,1
74485,1072827,2435365,8/27/2014,debtconsolidation,0.0,25560.0,48 months,16.49,731,B1,Current,RI,6-9 years,rent,58240,1,13.29,4,20,17.0,14,14464,52.48,0,0,0,16
74486,1548164,2728868,12/18/2015,debtconsolidation,0.0,20997.0,48 months,7.26,505,C1,Current,MS,< 1 year,own,62103,1,21.54,2,11,10.0,4,14191,39.33,1,2,2,0
74487,1874566,2686120,5/30/2016,homeimprovement,0.0,14343.0,48 months,13.31,387,A2,Current,MS,2-5 years,own,54149,1,14.37,2,21,17.0,14,15689,71.2,0,0,0,1
74488,1444413,2183650,11/2/2015,debtconsolidation,0.0,20639.0,48 months,19.78,626,D1,Current,MS,1 year,own,56330,0,14.7,4,15,11.0,8,15657,48.06,0,0,0,1
74489,1365516,2279618,7/17/2015,debtconsolidation,0.0,23852.0,36 months,10.88,780,B1,Current,IL,10+ years,mortgage,50472,1,7.39,4,10,6.0,5,15103,71.93,0,0,0,10
74490,1037545,2251061,7/7/2014,debtconsolidation,0.0,30270.0,36 months,7.88,947,E2,Current,WA,< 1 year,rent,54892,0,26.94,5,17,9.0,8,12639,68.57,0,0,0,0
74491,1268302,2448253,2/9/2016,business,0.0,22377.0,48 months,9.88,566,A3,Current,DC,2-5 years,own,58033,1,14.42,6,16,11.0,11,12389,80.83,1,0,0,1
74492,1788564,2519805,1/24/2015,debtconsolidation,0.0,17703.0,60 months,8.89,367,B2,Default,MT,< 1 year,rent,50089,1,21.45,7,13,11.0,9,12841,76.9,0,0,0,1
74493,1686196,2243547,5/31/2015,debtconsolidation,0.0,21467.0,36 months,13.91,733,C1,Current,ND,1 year,own,57649,0,13.2,4,20,15.0,6,10052,51.04,0,0,0,2
74494,1623448,2515496,12/24/2014,debtconsolidation,0.0,18601.0,60 months,6.55,364,B1,Current,IL,2-5 years,own,53241,0,26.66,18,19,16.0,13,13958,50.97,0,1,1,1
74495,1207278,2583655,9/15/2014,debtconsolidation,0.0,24604.0,60 months,8.47,504,C2,Current,NY,2-5 years,rent,57506,1,10.45,6,20,16.0,10,18737,77.95,15,0,0,0
74496,1134382,2237468,6/28/2014,other,0.0,15039.0,60 months,11.17,328,B1,Current,RI,< 1 year,rent,55713,1,14.03,27,12,7.0,3,14378,58.76,0,0,0,1
74497,1252761,2826762,10/7/2014,other,0.0,19394.0,48 months,7.04,465,E2,Current,LA,< 1 year,mortgage,56306,0,22.48,36,17,11.0,5,11819,65.99,0,0,0,1
74498,1323830,2514472,3/20/2015,homeimprovement,0.0,11603.0,36 months,6.01,353,A1,Current,MS,6-9 years,own,53418,1,20.29,10,12,12.0,11,19495,59.45,0,0,0,0
74499,1183097,2063648,10/20/2015,other,0.0,24252.0,36 months,16.69,861,A2,Current,DC,6-9 years,rent,54490,1,18.53,6,18,11.0,5,20483,100.0,14,0,0,2
74500,1672741,2795083,7/26/2015,debtconsolidation,1.0,12779.0,36 months,10.84,417,A1,Current,MT,6-9 years,mortgage,59108,1,14.69,3,20,10.0,8,18082,42.69,0,0,0,0
74501,1853645,2265029,10/9/2014,debtconsolidation,0.0,21674.0,48 months,9.4,543,A1,Current,LA,2-5 years,own,51689,1,15.29,8,17,17.0,10,15237,72.37,0,0,0,0
74502,1277000,2598177,12/24/2014,debtconsolidation,0.0,19834.0,48 months,6.42,470,D2,Current,CA,1 year,mortgage,52695,1,11.55,8,20,12.0,11,14846,56.83,0,0,0,1
74503,1849362,2168615,1/28/2016,homeimprovement,0.0,13790.0,36 months,10.89,451,D2,Current,NH,2-5 years,rent,52113,0,10.0,2,12,10.0,10,14870,81.88,0,0,0,0
74504,1457239,2781960,7/16/2015,homeimprovement,0.0,20658.52458734873,60 months,10.77,582,C1,Current,NY,< 1 year,own,53694,0,16.29,3,11,9.0,4,14329,90.5,0,0,0,1
74505,1820855,2015540,9/24/2015,debtconsolidation,0.0,15372.0,36 months,5.4,463,C2,Current,DC,6-9 years,mortgage,55512,1,15.49,17,18,11.0,11,13166,77.01,0,0,0,0
74506,1188715,2855135,11/4/2014,debtconsolidation,0.0,17422.0,48 months,5.4,404,A1,Current,CA,1 year,own,58043,1,20.01,6,22,13.0,7,12569,56.3,0,1,1,2
74507,1283171,2889805,5/29/2014,debtconsolidation,0.0,21409.0,60 months,16.16,522,B3,Current,NY,6-9 years,mortgage,49579,1,14.85,3,16,13.0,10,15872,52.44,0,0,0,0
74508,1762159,2328960,1/7/2016,debtconsolidation,0.0,23112.0,60 months,10.65,498,A1,Current,DE,1 year,rent,52095,1,15.21,3,14,13.0,8,20507,100.0,0,0,0,3
74509,1789657,2001158,7/29/2015,debtconsolidation,0.0,20816.0,60 months,8.11,423,C2,Current,FL,2-5 years,rent,56021,1,13.66,31,10,5.0,3,16092,61.53,2,0,0,1
74510,1122397,2278343,5/8/2015,business,0.0,14462.0,36 months,8.19,454,A2,Current,IN,2-5 years,mortgage,55391,1,14.52,4,14,12.0,4,12978,61.03,0,20,14,1
74511,1152294,2044354,8/2/2014,debtconsolidation,0.0,28078.0,48 months,22.38,890,A1,Current,NY,1 year,own,57825,1,18.24,22,7,6.0,6,13881,57.59,1,0,0,1
74512,1543876,2744458,12/22/2014,debtconsolidation,0.0,21164.0,36 months,8.41,667,A1,Current,IL,10+ years,mortgage,51509,0,22.48,34,2,2.0,1,15416,38.07,0,17,10,0
74513,1138171,2363876,4/15/2016,debtconsolidation,0.0,19861.0,60 months,15.12,474,B3,Current,NV,< 1 year,rent,62717,1,15.3,2,11,6.0,5,13419,72.34,0,0,0,1
74514,1466025,2085732,11/22/2014,debtconsolidation,0.0,21659.0,48 months,16.43,619,A2,Current,TN,< 1 year,own,55635,1,22.88,39,12,11.0,10,14324,24.61,0,0,0,10
74515,1726780,2792803,10/31/2015,debtconsolidation,1.0,17366.0,60 months,7.95,352,E1,Current,UT,10+ years,own,53353,1,12.08,40,9,9.0,3,11833,44.92,0,0,0,0
74516,1395188,2755586,9/13/2015,debtconsolidation,1.0,16939.0,48 months,9.9,429,A2,Current,IA,2-5 years,own,51204,0,28.03,4,7,7.0,6,15230,44.91,0,0,0,1
74517,1863482,2677430,6/16/2015,debtconsolidation,0.0,17172.0,48 months,6.77,409,E3,Current,UT,< 1 year,mortgage,53459,1,6.44,9,11,10.0,5,21423,83.92,0,2,2,0
74518,1538937,2375075,6/14/2015,homeimprovement,0.0,19421.0,60 months,7.64,390,A2,Current,TN,10+ years,mortgage,56489,1,21.26,32,17,17.0,16,12476,92.27,0,0,0,1
74519,1704604,2646231,12/2/2015,debtconsolidation,0.0,22550.0,36 months,5.3,679,E3,Current,NY,< 1 year,mortgage,53492,1,7.76,8,22,21.0,8,13490,93.12,0,0,0,2
74520,1385883,2827856,8/24/2014,debtconsolidation,0.0,14907.0,60 months,8.18,304,A2,Current,NC,6-9 years,own,55548,1,21.31,35,18,17.0,15,13146,61.07,15,0,0,1
74521,1664632,2760042,11/8/2015,debtconsolidation,0.0,19130.0,48 months,20.84,591,A1,Default,NY,1 year,rent,55156,1,18.5,9,8,7.0,5,14624,57.56,0,0,0,1
74522,1432441,2137989,10/28/2014,homeimprovement,0.0,19156.0,36 months,7.67,597,B2,Current,SD,< 1 year,own,58390,0,16.38,23,20,11.0,8,11692,75.46,0,0,0,0
74523,1473419,2637365,2/9/2015,debtconsolidation,0.0,20127.0,36 months,15.26,700,B3,Current,NH,10+ years,own,56319,1,15.47,5,16,15.0,15,13379,54.17,0,0,0,0
74524,1728674,2635029,9/23/2015,debtconsolidation,0.0,19129.0,36 months,6.14,583,B1,Current,AL,10+ years,own,48938,1,23.26,4,11,11.0,4,13585,71.04,4,0,0,0
74525,1168462,2519247,6/19/2014,debtconsolidation,0.0,22747.0,48 months,8.51,561,D1,Current,GA,10+ years,mortgage,60354,1,19.94,4,16,12.0,6,10553,72.01,1,0,0,1
74526,1717058,2426709,3/17/2016,debtconsolidation,0.0,14392.0,36 months,8.37,453,B1,Current,RI,10+ years,mortgage,58189,1,15.27,4,11,9.0,7,15445,68.33,2,0,0,1
74527,1009431,2793798,1/9/2015,debtconsolidation,0.0,25170.0,48 months,14.62,696,C2,Current,NY,6-9 years,mortgage,52720,1,19.29,24,17,9.0,3,15302,65.57,0,3,3,0
74528,1181834,2669884,9/30/2015,debtconsolidation,0.0,26316.0,60 months,11.22,575,E3,Current,DC,6-9 years,mortgage,59915,1,13.79,27,12,9.0,6,16223,67.29,0,0,0,0
74529,1025376,2402793,6/2/2014,debtconsolidation,0.0,29563.0,36 months,9.63,949,C1,Current,DC,2-5 years,mortgage,53716,1,11.12,5,11,10.0,5,9390,41.0,2,0,0,0
74530,1766443,2163450,6/17/2016,debtconsolidation,0.0,21399.0,60 months,5.36,407,A3,Current,CO,6-9 years,mortgage,52171,0,20.3,3,17,16.0,12,16850,49.8,0,0,0,0
74531,1793982,2396379,12/6/2014,debtconsolidation,0.0,23777.0,48 months,9.6,598,B3,Current,MI,6-9 years,mortgage,56090,0,26.23,20,16,14.0,13,14850,62.43,0,0,0,13
74532,1859982,2393872,1/13/2015,debtconsolidation,0.0,20259.0,60 months,6.05,392,C1,Current,CA,< 1 year,rent,51633,1,17.52,12,16,15.0,14,19313,56.83,0,0,0,0
74533,1508039,2748865,7/10/2014,debtconsolidation,0.0,31815.0,48 months,16.68,913,A1,Current,MD,< 1 year,mortgage,59135,0,26.81,4,10,6.0,5,13664,71.06,0,3,2,6
74534,1809382,2189796,7/25/2014,debtconsolidation,0.0,19594.0,60 months,8.49,402,E1,Current,ID,10+ years,own,51686,1,11.48,6,12,6.0,6,16422,79.64,0,0,0,0
74535,1410477,2125490,1/9/2015,homeimprovement,0.0,22311.0,48 months,14.73,618,A2,Current,DE,2-5 years,mortgage,55440,1,23.28,33,13,9.0,4,19580,83.18,5,0,0,1
74536,1774134,2843659,9/2/2015,debtconsolidation,0.0,23904.0,36 months,6.44,732,E1,Current,WI,10+ years,own,55598,1,21.79,5,14,8.0,3,13636,31.94,0,0,0,10
74537,1280829,2725332,4/4/2015,debtconsolidation,0.0,28695.0,48 months,14.37,789,A3,Current,MA,2-5 years,mortgage,48684,0,19.96,4,13,8.0,8,15147,42.58,8,2,1,1
74538,1585066,2732682,10/14/2014,debtconsolidation,0.0,21902.0,48 months,8.39,539,A3,Current,NC,6-9 years,mortgage,49103,0,12.28,14,11,6.0,6,12693,77.93,0,0,0,1
74539,1640264,2749080,5/21/2014,debtconsolidation,0.0,22214.0,60 months,12.99,505,C1,Current,OR,< 1 year,mortgage,55707,1,6.93,36,10,8.0,7,13819,59.49,0,0,0,1
74540,1188563,2627325,3/9/2016,debtconsolidation,0.0,20658.52458734873,48 months,18.03,577,A3,Current,DC,6-9 years,mortgage,55860,1,15.14,9,14,13.0,8,11054,52.68,0,6,6,1
74541,1546171,2602972,3/3/2016,debtconsolidation,0.0,25632.0,48 months,6.0,602,C2,Current,KS,1 year,mortgage,53120,1,19.11,15,16,8.0,3,15960,43.85,1,0,0,1
74542,1671410,2385602,6/10/2015,debtconsolidation,0.0,24486.0,48 months,12.62,652,D2,Current,MN,1 year,mortgage,56318,0,18.84,6,15,10.0,5,14364,40.17,0,0,0,0
74543,1464918,2660546,12/20/2015,debtconsolidation,0.0,23316.0,36 months,11.9,773,A2,Current,VT,10+ years,rent,55945,0,9.72,24,7,6.0,4,19168,52.62,2,0,0,1
74544,1102418,2688997,9/6/2015,debtconsolidation,0.0,20828.0,60 months,12.74,471,E3,Current,MD,2-5 years,own,60929,1,22.11,5,19,19.0,12,17484,47.03,0,3,2,1
74545,1221637,2018645,9/15/2014,debtconsolidation,0.0,22796.0,36 months,14.53,785,A3,Current,ME,1 year,own,54058,1,17.8,4,15,15.0,10,16015,71.73,0,0,0,2
74546,1130920,2521088,2/2/2015,homeimprovement,0.0,23596.0,60 months,12.25,528,B2,Current,OH,6-9 years,mortgage,55757,1,11.61,9,22,13.0,6,17669,86.16,0,0,0,1
74547,1605992,2225654,11/23/2015,homeimprovement,0.0,24699.0,48 months,6.8,589,E3,Current,CA,< 1 year,mortgage,52577,1,22.33,35,12,11.0,10,16943,30.13,0,0,0,0
74548,1812764,2264212,1/18/2015,debtconsolidation,0.0,21354.0,60 months,9.43,448,C1,Current,MI,2-5 years,mortgage,51590,1,17.52,5,13,11.0,7,17848,92.51,0,0,0,1
74549,1778074,2197983,3/2/2015,debtconsolidation,0.0,21717.0,60 months,16.89,538,D1,Current,MN,6-9 years,mortgage,60616,1,16.43,3,17,15.0,8,16673,80.56,0,0,0,0
74550,1385288,2350374,10/26/2014,other,0.0,16357.0,36 months,11.7,541,C1,Current,CO,10+ years,rent,57378,1,16.97,8,17,9.0,4,10410,71.39,0,0,0,0
74551,1016619,2847125,4/18/2016,debtconsolidation,0.0,32115.0,60 months,16.69,793,C2,Current,NM,6-9 years,own,53576,0,17.7,5,16,11.0,6,17017,83.97,0,2,2,0
74552,1226626,2842061,10/24/2015,homeimprovement,0.0,18080.0,48 months,13.3,488,D1,Current,NV,< 1 year,rent,57063,0,15.35,3,15,15.0,7,19224,47.1,0,0,0,0
74553,1033748,2653489,3/31/2015,debtconsolidation,0.0,21475.0,48 months,6.62,510,D3,Current,ME,2-5 years,mortgage,56650,1,15.25,7,8,4.0,2,17571,78.13,8,0,0,0
74554,1333702,2485372,10/31/2015,debtconsolidation,0.0,14256.0,60 months,9.67,301,B2,Current,DC,< 1 year,mortgage,58217,1,16.61,9,17,15.0,6,18758,83.84,0,0,0,1
74555,1064611,2451947,3/26/2016,debtconsolidation,0.0,36881.0,48 months,10.8,950,B2,Default,TX,< 1 year,mortgage,55696,1,25.09,3,11,9.0,5,16276,86.54,0,0,0,0
74556,1233503,2836021,7/14/2015,business,0.0,14658.0,60 months,12.15,327,C3,Current,SD,< 1 year,mortgage,59852,0,22.6,9,12,11.0,6,16589,81.24,0,1,1,1
74557,1165869,2110261,11/13/2015,debtconsolidation,0.0,21830.0,36 months,6.61,670,B2,Current,IL,10+ years,mortgage,61977,0,9.43,9,19,17.0,9,17069,46.43,0,0,0,0
74558,1534006,2022957,12/13/2015,debtconsolidation,0.0,19789.0,48 months,8.7,490,A3,Current,CA,6-9 years,mortgage,55111,0,13.47,9,13,10.0,8,15208,44.97,0,0,0,1
74559,1613854,2348768,8/17/2014,debtconsolidation,0.0,19671.0,48 months,15.69,554,B1,Current,IA,10+ years,mortgage,56338,0,24.52,17,17,11.0,10,10060,60.75,0,0,0,1
74560,1342190,2482998,6/1/2015,debtconsolidation,0.0,15724.0,60 months,14.36,369,C2,Current,MD,2-5 years,rent,53517,0,18.81,7,12,11.0,5,13221,57.44,0,16,9,0
74561,1442139,2034100,1/8/2015,debtconsolidation,0.0,24209.0,36 months,14.25,830,B1,Default,NY,2-5 years,rent,42172,1,13.66,4,13,13.0,12,11999,83.44,0,0,0,0
74562,1848135,2824740,6/10/2014,debtconsolidation,0.0,22164.0,48 months,6.34,524,B2,Current,AR,10+ years,rent,62455,0,20.8,13,8,7.0,3,10286,47.25,0,0,0,0
74563,1000570,2864921,4/23/2016,auto,0.0,22090.0,60 months,12.19,494,B2,Current,ID,10+ years,rent,53734,1,13.26,7,9,6.0,3,13455,62.32,0,0,0,5
74564,1305760,2534253,12/19/2015,debtconsolidation,0.0,22613.0,36 months,8.79,717,C3,Current,OK,6-9 years,rent,53810,1,27.97,32,13,13.0,9,16777,51.07,0,0,0,0
74565,1755932,2023435,7/15/2014,debtconsolidation,0.0,14935.0,36 months,10.63,486,D1,Default,AR,2-5 years,mortgage,51994,1,20.22,6,14,13.0,7,12541,45.81,0,0,0,2
74566,1642444,2144424,7/28/2015,homeimprovement,0.0,19496.0,60 months,8.16,397,A2,Current,NE,6-9 years,mortgage,56661,0,22.84,3,15,14.0,6,17686,68.93,0,0,0,0
74567,1425048,2416781,8/18/2014,other,0.0,14294.0,36 months,17.28,512,A3,Current,MD,10+ years,mortgage,50769,1,17.95,3,18,14.0,9,10995,26.17,0,0,0,0
74568,1885571,2200274,5/1/2016,debtconsolidation,1.0,25799.0,60 months,7.82,521,C3,Current,MD,2-5 years,rent,54850,0,29.02,6,15,14.0,8,14404,85.06,0,1,1,0
74569,1648636,2373330,1/7/2015,debtconsolidation,0.0,17316.0,60 months,5.56,331,E3,Default,MT,< 1 year,mortgage,47138,1,13.35,7,18,11.0,8,11514,62.31,0,0,0,16
74570,1429274,2777774,2/5/2015,debtconsolidation,0.0,24482.0,60 months,7.48,490,B1,Current,MN,6-9 years,rent,54529,0,17.19,5,17,16.0,12,14923,76.73,0,0,0,1
74571,1239981,2872946,8/5/2014,debtconsolidation,0.0,23572.0,48 months,17.75,689,B1,Current,NY,10+ years,own,52975,1,21.06,4,13,9.0,7,12575,80.6,0,0,0,0
74572,1357472,2144024,11/10/2015,debtconsolidation,0.0,24167.0,48 months,10.81,622,A3,Current,NM,1 year,mortgage,55580,0,16.1,16,11,6.0,4,16057,89.69,0,0,0,0
74573,1778861,2085824,8/27/2014,debtconsolidation,0.0,17090.0,60 months,6.21,332,E3,Default,RI,< 1 year,mortgage,52599,0,23.58,28,13,13.0,12,13689,58.7,0,0,0,0
74574,1045452,2302560,5/29/2016,homeimprovement,0.0,21445.0,60 months,9.38,449,E3,Current,NY,6-9 years,mortgage,50880,1,19.23,3,9,7.0,6,16254,52.43,0,0,0,1
